FileName :   BH62_grain1.qtiDat 
Signal(s) Used :  K  Ka, Si Ka, Mg Ka, Na Ka, Al Ka, Ti Ka, Fe Ka, Cr Ka, Mn Ka, Ni Ka, P  Ka, Ca Ka 
Spectromers Conditions :   Sp3 LPET,  Sp4 TAP,  Sp4 TAP,  Sp1 LTAP,  Sp1 LTAP,  Sp2 PET,  Sp5 LIF,  Sp5 LIF,  Sp5 LIF,  Sp5 LIF,  Sp3 LPET,  Sp2 PET 
Full Spectromers Conditions :   Sp3 LPET(2d= 8.75,K= 0.000144),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp4 TAP(2d= 25.745,K= 0.00218),  Sp1 LTAP(2d= 25.745,K= 0.00218),  Sp1 LTAP(2d= 25.745,K= 0.00218),  Sp2 PET(2d= 8.75,K= 0.000144),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp5 LIF(2d= 4.0267,K= 0.000058),  Sp3 LPET(2d= 8.75,K= 0.000144),  Sp2 PET(2d= 8.75,K= 0.000144) 
Column Conditions :  Cond 1 : 15keV 40nA  
Date :  16-Nov-2014 
User Name :  sx 
Setup Name :  Mathews_sp_13november2014.qtiSet 
DataSet Comment :  BH62_grain1_profile1_sp 
Comment :  BH62_grain1 
Analysis Date :  15/11/2014 01:23:26 
Project Name :  Simon Matthews 
Sample Name :  14 November 2014 
Pha Parameters :  	 
 		Bias	Gain	Dtime	Blin	Wind	Mode	 
  Sp3(K  Ka)	1890	1124	3	560	791	Inte	 
  Sp4(Si Ka)	1313	2713	3	2074	2433	Inte	 
  Sp4(Mg Ka)	1313	2713	3	2074	2433	Inte	 
  Sp1(Na Ka)	1301	2697	3	2008	2194	Inte	 
  Sp1(Al Ka)	1301	2697	3	2008	2194	Inte	 
  Sp2(Ti Ka)	1305	910	3	1935	456	Inte	 
  Sp5(Fe Ka)	1868	445	3	1007	399	Inte	 
  Sp5(Cr Ka)	1868	445	3	1007	399	Inte	 
  Sp5(Mn Ka)	1868	445	3	1007	399	Inte	 
  Sp5(Ni Ka)	1868	445	3	1007	399	Inte	 
  Sp3(P  Ka)	1890	1124	3	560	791	Inte	 
  Sp2(Ca Ka)	1305	910	3	1935	456	Inte 
Peak Position :   Sp3 42748 (-300, 250),  Sp4 27744 (-500, 300),  Sp4 38523 (-500, 500),  Sp1 46386 (-600, 400),  Sp1 32481 (-500, 500),  Sp2 31420 (-350, 250),  Sp5 48089 (-250, 300),  Sp5 56875 (-250, 300),  Sp5 52204 (200, 1.0221),  Sp5 41185 (-500, 500),  Sp3 70304 (-700, 600),  Sp2 38386 (-300, 250) 
Current Sample Position :   X = 8681 Y = 36292 Z = 92 
Standard Name :   
 K  On KSp 
 Si, Ca On Diopside 
 Mg On Olivine (St. Johns) 
 Na On Jad 
 Al On Cor 
 Ti On Rutile 
 Fe On Fayalite 
 Cr On Cr 
 Mn On Mn 
 Ni On NiO 
 P  On Apatite 
Standard composition :   
 KSp = O  : 46.1%, Na : 0.8%, Al : 9.7%, Si : 30.3%, K  : 12.8%, Fe : 0.3% 
 Diopside = O  : 44.5%, Mg : 11.2%, Si : 25.9%, Ca : 18.4% 
 Olivine (St. Johns) = O  : 43.4%, Mg : 29.7%, Si : 19.1%, Mn : 0.1%, Fe : 7.4%, Ni : 0.3% 
 Jad = O  : 47.5%, Na : 11.3%, Al : 13.2%, Si : 27.8%, Fe : 0.2% 
 Cor = O  : 47.1%, Al : 52.9% 
 Rutile = Ti : 59.95%, O  : 40.05% 
 Fayalite = O  : 31.405%, Si : 13.783%, Fe : 54.812% 
 Cr = Cr : 100.% 
 Mn = Mn : 100.% 
 NiO = Ni : 78.5839%, O  : 21.4161% 
 Apatite = O  : 38.1%, F  : 3.4%, P  : 18.4%, Cl : 0.4%, Ca : 39.7% 
Calibration file name :   
 K  : KSp_K_K033.calDat 
 Si, Ca : Diopside_Si_Si_Ca_Ca043.calDat 
 Mg : Olivine (St. Johns)_Mg_Mg043.calDat 
 Na : Jad_Na308.calDat 
 Al : Cor_Al_Al050.calDat 
 Ti : Rutile_Ti_Ti053.calDat 
 Fe : Fayalite_Fe282.calDat 
 Cr : Cr_Cr288.calDat 
 Mn : Mn_Mn290.calDat 
 Ni : NiO_Ni091.calDat 
 P  : Apatite_P_P028.calDat 
Beam Size :  1 µm 

DataSet/Point	K2O	SiO2	MgO	Na2O	Al2O3	TiO2	FeO	Cr2O3	MnO	NiO	P2O5	CaO	Total	X	Y	Z	Comment	Distance (µ)	Point#	Date	
3 / 3 . 		39.7969	46.7341		0.0600	0.0000	11.1200	0.0754	0.1592	0.2988	0.0071	0.3519	98.6034	8482.7	36419.3	92.	BH62_grain1_profile1_ol	235.62	 21	15/11/2014 04:29:47	
3 / 4 . 		39.6775	46.5304		0.0589	0.0088	11.1648	0.0706	0.1839	0.2951	0.0072	0.3566	98.3537	8475.6	36428.4	92.	BH62_grain1_profile1_ol	246.61	 22	15/11/2014 04:41:19	
3 / 5 . 		39.6714	46.6039		0.0581	0.0017	11.5539	0.0704	0.1807	0.2927	0.0068	0.3493	98.7889	8468.4	36437.6	92.	BH62_grain1_profile1_ol	257.64	 23	15/11/2014 04:52:49	
3 / 6 . 		39.5231	46.2379		0.0559	0.0009	11.8105	0.0666	0.2036	0.2715	0.0030	0.3489	98.5219	8461.3	36446.7	92.	BH62_grain1_profile1_ol	268.72	 24	15/11/2014 05:04:19	
3 / 7 . 		39.5184	46.1356		0.0566	0.0058	12.1173	0.0720	0.1653	0.2551	0.0064	0.3398	98.6724	8454.1	36455.9	92.	BH62_grain1_profile1_ol	279.84	 25	15/11/2014 05:15:51	
3 / 8 . 		39.5447	45.7283		0.0459	0.0055	12.6542	0.0618	0.2020	0.2455	0.0054	0.3720	98.8653	8447.	36465.	92.	BH62_grain1_profile1_ol	291.01	 26	15/11/2014 05:27:22	
4 / 1 . 	0.0000	0.1211	19.2293	0.0140	43.0753	0.1659	13.1751	22.3318	0.1228	0.2386	0.0000	0.0109	98.4848	8543.	36095.	101.	BH62_grain1_profile2_sp	240.69	 27	15/11/2014 05:38:55	
4 / 2 . 	0.0000	0.1402	19.6941	0.0156	44.5262	0.1615	12.9164	20.7928	0.1347	0.2424	0.0000	0.0186	98.6425	8537.6	36090.7	101.	BH62_grain1_profile2_sp	247.37	 28	15/11/2014 05:44:15	
4 / 3 . 	0.0000	0.1331	19.9437	0.0000	45.7526	0.1670	12.6391	19.4058	0.1338	0.2772	0.0161	0.0156	98.4839	8532.1	36086.3	101.	BH62_grain1_profile2_sp	254.06	 29	15/11/2014 05:49:24	
4 / 4 . 	0.0000	0.1306	19.9608	0.0105	46.5179	0.1628	12.6515	18.7182	0.1551	0.2626	0.0138	0.0053	98.5892	8526.7	36082.	101.	BH62_grain1_profile2_sp	260.77	 30	15/11/2014 05:54:31	
4 / 5 . 	0.0059	0.1331	20.0765	0.0112	46.9019	0.1713	12.5851	18.1289	0.1092	0.3049	0.0053	0.0133	98.4464	8521.2	36077.7	101.	BH62_grain1_profile2_sp	267.48	 31	15/11/2014 05:59:39	
4 / 6 . 	0.0030	0.1401	20.1828	0.0000	46.8315	0.1724	12.7029	18.0809	0.1070	0.2666	0.0045	0.0066	98.4982	8515.8	36073.3	101.	BH62_grain1_profile2_sp	274.22	 32	15/11/2014 06:04:46	
4 / 7 . 	0.0000	0.1233	19.9932	0.0131	46.4602	0.1606	12.6051	18.8084	0.1063	0.3216	0.0016	0.0191	98.6125	8510.3	36069.	101.	BH62_grain1_profile2_sp	280.96	 33	15/11/2014 06:09:54	
4 / 8 . 	0.0015	0.1381	19.8378	0.0000	45.6974	0.1780	12.8855	19.0868	0.1056	0.2962	0.0000	0.0001	98.2270	8504.9	36064.7	101.	BH62_grain1_profile2_sp	287.71	 34	15/11/2014 06:15:00	
4 / 9 . 	0.0000	0.1202	19.5557	0.0000	44.6411	0.1644	12.7752	20.4848	0.1237	0.2578	0.0000	0.0078	98.1308	8499.4	36060.3	101.	BH62_grain1_profile2_sp	294.47	 35	15/11/2014 06:20:09	
4 / 10 . 	0.0000	0.1563	19.2253	0.0000	42.5404	0.1674	13.3761	22.4119	0.1302	0.2748	0.0059	0.0161	98.3044	8494.	36056.	101.	BH62_grain1_profile2_sp	301.24	 36	15/11/2014 06:25:16	
5 / 1 . 		40.9328	47.8703		0.0785	0.0024	9.8788	0.1671	0.1800	0.2964	0.0059	0.3951	99.8073	8479.	36051.	101.	BH62_grain1_profile2_ol	314.59	 37	15/11/2014 06:30:23	
5 / 2 . 		40.9339	48.0844		0.0761	0.0056	9.9144	0.1051	0.1753	0.2996	0.0050	0.4023	100.0015	8467.1	36047.2	101.	BH62_grain1_profile2_ol	325.23	 38	15/11/2014 06:42:12	
5 / 3 . 		40.9510	47.7942		0.0754	0.0019	9.8438	0.0921	0.1600	0.2915	0.0022	0.4009	99.6131	8455.1	36043.4	101.	BH62_grain1_profile2_ol	336.	 39	15/11/2014 06:53:42	
5 / 4 . 		40.8136	47.7941		0.0794	0.0011	9.8218	0.0709	0.1709	0.3053	0.0045	0.4020	99.4636	8443.2	36039.6	101.	BH62_grain1_profile2_ol	346.89	 40	15/11/2014 07:05:12	
5 / 5 . 		40.8326	47.7705		0.0820	0.0051	10.0330	0.0752	0.1597	0.2926	0.0043	0.3973	99.6522	8431.3	36035.8	101.	BH62_grain1_profile2_ol	357.89	 41	15/11/2014 07:16:42	
5 / 6 . 		40.7995	47.9373		0.0842	0.0060	9.9868	0.0807	0.1650	0.2991	0.0025	0.4035	99.7646	8419.3	36032.	101.	BH62_grain1_profile2_ol	368.99	 42	15/11/2014 07:28:13	
5 / 7 . 		40.9225	47.8955		0.0890	0.0065	10.0405	0.0711	0.1662	0.2939	0.0035	0.4056	99.8943	8407.4	36028.2	101.	BH62_grain1_profile2_ol	380.17	 43	15/11/2014 07:39:42	
5 / 8 . 		40.8822	47.8276		0.0784	0.0076	10.1318	0.0883	0.1716	0.2919	0.0060	0.4076	99.8931	8395.5	36024.4	101.	BH62_grain1_profile2_ol	391.43	 44	15/11/2014 07:51:15	
5 / 9 . 		40.8962	47.6783		0.0771	0.0074	10.1501	0.0734	0.1658	0.3093	0.0058	0.4054	99.7687	8383.5	36020.6	101.	BH62_grain1_profile2_ol	402.77	 45	15/11/2014 08:02:44	
5 / 10 . 		40.8718	47.5758		0.0754	0.0018	10.2638	0.0729	0.1670	0.2945	0.0008	0.4050	99.7287	8371.6	36016.8	101.	BH62_grain1_profile2_ol	414.18	 46	15/11/2014 08:14:15	
5 / 11 . 		40.8002	47.4796		0.0861	0.0052	10.2473	0.0876	0.1750	0.2908	0.0054	0.4079	99.5851	8359.7	36013.	101.	BH62_grain1_profile2_ol	425.65	 47	15/11/2014 08:25:46	
5 / 12 . 		38.2529	44.3683		0.1211	0.0058	10.1406	0.0744	0.1609	0.2852	0.0168	0.4479	93.8738	8347.7	36009.2	101.	BH62_grain1_profile2_ol	437.18	 48	15/11/2014 08:37:16	
5 / 13 . 		40.7397	47.4593		0.0738	0.0034	10.3882	0.0752	0.1793	0.2997	0.0058	0.4124	99.6368	8335.8	36005.4	101.	BH62_grain1_profile2_ol	448.76	 49	15/11/2014 08:48:46	
5 / 14 . 		40.7837	47.3962		0.0675	0.0039	10.3987	0.0779	0.1570	0.2915	0.0074	0.3992	99.5829	8323.9	36001.6	101.	BH62_grain1_profile2_ol	460.39	 50	15/11/2014 09:00:16	
5 / 15 . 		40.8435	47.3008		0.0698	0.0053	10.5285	0.0643	0.1606	0.2990	0.0014	0.3988	99.6720	8311.9	35997.8	101.	BH62_grain1_profile2_ol	472.06	 51	15/11/2014 09:11:46	
5 / 16 . 		40.8209	47.3473		0.0705	0.0023	10.6066	0.0688	0.1826	0.2994	0.0058	0.3925	99.7968	8300.	35994.	101.	BH62_grain1_profile2_ol	483.78	 52	15/11/2014 09:23:15	
6 / 1 . 	0.0000	0.1249	18.2748	0.0005	38.0428	0.1958	13.8709	27.6423	0.1247	0.2469	0.0000	0.0073	98.5309	9743.	36533.	101.	BH62_grain1_profile3_sp	1089.04	 53	15/11/2014 09:34:48	
6 / 2 . 	0.0044	0.1274	18.4006	0.0084	38.1405	0.1856	14.0423	27.3583	0.1401	0.2242	0.0089	0.0081	98.6488	9742.7	36540.	101.	BH62_grain1_profile3_sp	1090.29	 54	15/11/2014 09:40:11	
6 / 3 . 	0.0071	0.1283	18.3670	0.0001	37.9039	0.2000	13.9756	27.6167	0.1422	0.1968	0.0012	0.0108	98.5497	9742.3	36547.	101.	BH62_grain1_profile3_sp	1091.57	 55	15/11/2014 09:45:19	
6 / 4 . 	0.0003	0.1477	18.2486	0.0138	37.7638	0.1823	14.1842	27.7540	0.1538	0.2645	0.0004	0.0093	98.7228	9742.	36554.	101.	BH62_grain1_profile3_sp	1092.91	 56	15/11/2014 09:50:26	
7 / 1 . 		40.8066	47.6973		0.0784	0.0006	9.8954	0.1118	0.1709	0.2962	0.0041	0.4023	99.4636	9741.	36569.	101.	BH62_grain1_profile3_ol	1095.63	 57	15/11/2014 09:55:35	
7 / 2 . 		40.7373	47.6623		0.0682	0.0015	9.9004	0.0865	0.1623	0.3063	0.0062	0.3996	99.3306	9740.9	36581.	101.	BH62_grain1_profile3_ol	1098.66	 58	15/11/2014 10:07:23	
7 / 3 . 		40.8336	47.7369		0.0648	0.0027	10.0788	0.0732	0.1534	0.3040	0.0091	0.4019	99.6584	9740.9	36593.	101.	BH62_grain1_profile3_ol	1101.81	 59	15/11/2014 10:18:57	
7 / 4 . 		40.7570	47.5880		0.0686	0.0069	10.0092	0.0765	0.1540	0.3023	0.0089	0.3997	99.3711	9740.8	36605.	101.	BH62_grain1_profile3_ol	1105.08	 60	15/11/2014 10:30:30	
7 / 5 . 		40.8562	47.7191		0.0733	0.0003	10.1455	0.0721	0.1656	0.3037	0.0060	0.3985	99.7402	9740.7	36617.	101.	BH62_grain1_profile3_ol	1108.47	 61	15/11/2014 10:42:01	
7 / 6 . 		40.6868	47.5132		0.0774	0.0000	10.2174	0.0754	0.1633	0.2936	0.0050	0.3970	99.4291	9740.6	36629.	101.	BH62_grain1_profile3_ol	1111.98	 62	15/11/2014 10:53:33	
7 / 7 . 		40.7252	47.4274		0.0735	0.0082	10.3459	0.0726	0.1577	0.2962	0.0057	0.3945	99.5071	9740.6	36641.	101.	BH62_grain1_profile3_ol	1115.6	 63	15/11/2014 11:05:05	
7 / 8 . 		40.7814	47.3577		0.0770	0.0021	10.4233	0.0728	0.1904	0.2976	0.0050	0.3903	99.5976	9740.5	36653.	101.	BH62_grain1_profile3_ol	1119.35	 64	15/11/2014 11:16:35	
7 / 9 . 		40.7115	47.2520		0.0671	0.0063	10.6978	0.0844	0.1659	0.2962	0.0028	0.3828	99.6667	9740.4	36665.	101.	BH62_grain1_profile3_ol	1123.21	 65	15/11/2014 11:28:07	
7 / 10 . 		40.6587	47.0491		0.0663	0.0041	10.7501	0.0849	0.1712	0.2929	0.0058	0.3793	99.4625	9740.4	36677.	101.	BH62_grain1_profile3_ol	1127.18	 66	15/11/2014 11:39:39	
7 / 11 . 		40.7044	46.9187		0.0683	0.0052	10.9646	0.0855	0.1700	0.2872	0.0087	0.3729	99.5854	9740.3	36689.	101.	BH62_grain1_profile3_ol	1131.27	 67	15/11/2014 11:51:12	
7 / 12 . 		40.5870	46.6595		0.0641	0.0025	11.1713	0.0731	0.1717	0.2933	0.0079	0.3608	99.3912	9740.2	36701.	101.	BH62_grain1_profile3_ol	1135.47	 68	15/11/2014 12:02:44	
7 / 13 . 		39.4991	45.6715		0.1092	0.0093	11.4005	0.0770	0.1858	0.2925	0.0095	0.3913	97.6458	9740.1	36713.	101.	BH62_grain1_profile3_ol	1139.78	 69	15/11/2014 12:14:13	
7 / 14 . 		40.3485	46.1931		0.0567	0.0052	11.7611	0.0656	0.1866	0.2834	0.0065	0.3415	99.2481	9740.1	36725.	101.	BH62_grain1_profile3_ol	1144.2	 70	15/11/2014 12:25:43	
7 / 15 . 		40.3364	45.9992		0.0526	0.0041	12.0966	0.0521	0.1896	0.2593	0.0073	0.3452	99.3422	9740.	36737.	101.	BH62_grain1_profile3_ol	1148.73	 71	15/11/2014 12:37:13	
8 / 1 . 	0.0008	0.1412	19.5790	0.0028	44.7978	0.1718	12.9958	20.5880	0.1469	0.2358	0.0000	0.0415	98.7015	9143.	35661.	101.	BH62_grain1_profile4_sp	782.1	 72	15/11/2014 12:48:45	
8 / 2 . 	0.0066	0.1298	19.6792	0.0049	45.7927	0.1646	12.8023	19.2902	0.1053	0.2833	0.0023	0.0329	98.2940	9137.5	35664.7	101.	BH62_grain1_profile4_sp	775.9	 73	15/11/2014 12:54:09	
8 / 3 . 	0.0000	0.1509	19.6921	0.0138	46.1366	0.1643	12.9109	18.6567	0.1244	0.2976	0.0078	0.0258	98.1809	9132.	35668.3	101.	BH62_grain1_profile4_sp	769.7	 74	15/11/2014 12:59:18	
8 / 4 . 	0.0000	0.1185	19.8212	0.0085	46.3033	0.1659	12.9579	18.8104	0.1306	0.2821	0.0008	0.0000	98.5993	9126.5	35672.	101.	BH62_grain1_profile4_sp	763.51	 75	15/11/2014 13:04:24	
8 / 5 . 	0.0065	0.1372	19.7526	0.0065	45.8464	0.1655	13.0931	19.0715	0.1289	0.3157	0.0023	0.0122	98.5383	9121.	35675.7	101.	BH62_grain1_profile4_sp	757.33	 76	15/11/2014 13:09:30	
8 / 6 . 	0.0000	0.1476	19.5395	0.0050	45.0222	0.1669	13.2224	20.2546	0.1346	0.2652	0.0016	0.0201	98.7797	9115.5	35679.3	101.	BH62_grain1_profile4_sp	751.15	 77	15/11/2014 13:14:38	
8 / 7 . 	0.0042	0.1380	18.9383	0.0042	43.6567	0.1792	13.4704	21.3886	0.1440	0.2293	0.0084	0.0194	98.1806	9110.	35683.	101.	BH62_grain1_profile4_sp	744.99	 78	15/11/2014 13:19:44	
9 / 1 . 		40.8313	47.7658		0.0858	0.0067	9.8817	0.1464	0.1638	0.2940	0.0035	0.4060	99.5848	9082.	35686.	101.	BH62_grain1_profile4_ol	726.72	 79	15/11/2014 13:24:53	
9 / 2 . 		40.8390	47.8545		0.0862	0.0053	9.9461	0.0990	0.1500	0.2995	0.0067	0.4050	99.6911	9071.7	35689.9	101.	BH62_grain1_profile4_ol	717.8	 80	15/11/2014 13:36:42	
